CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_CreditScore_interaction,Balance_EstimatedSalary_interaction,Age_Activity_interaction,Balance_Exited_interaction
694,France,Male,37,10,143835.47,1,0,1,33326.71,0,25678,4793562996.4037,37,0.0
612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,22032,19097989909.8966,0,0.0
545,Spain,Female,44,1,0.0,2,1,1,82614.89,0,23980,0.0,44,0.0
680,Germany,Male,30,4,108300.27,2,0,1,44384.57,1,20400,4806860914.8339,30,108300.27
786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1,25938,4246207123.6572,0,122325.58
536,France,Female,22,5,89492.62,1,0,0,42934.43,0,11792,3842314628.9066,0,0.0
634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0,17118,18561320434.7136,0,0.0
816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0,27744,11156444463.8517,0,0.0
666,France,Female,32,10,112536.57,2,1,1,34350.54,0,21312,3865691949.2478004,32,0.0
599,France,Female,43,4,0.0,1,1,0,170347.1,0,25757,0.0,0,0.0
376,Germany,Female,29,4,115046.74,4,1,0,119346.88,1,10904,13730469473.171202,0,115046.74
626,France,Female,39,0,0.0,2,1,1,83295.09,0,24414,0.0,39,0.0
576,France,Male,24,3,0.0,1,0,1,78498.04,1,13824,0.0,24,0.0
651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,29295,2546226808.5744,0,0.0
762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,35052,7045341901.9809,46,123571.77
758,France,Male,35,7,0.0,2,1,0,77951.84,0,26530,0.0,0,0.0
686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0,38416,8993201598.8496,56,0.0
612,France,Female,33,9,0.0,1,0,0,142797.5,1,20196,0.0,0,0.0
684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0,28728,3199727886.8481,0,0.0
429,France,Female,27,6,117307.44,2,1,1,24020.49,0,11583,2817782189.4456,27,0.0
523,France,Male,45,5,0.0,2,1,1,121428.2,0,23535,0.0,45,0.0
513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,45144,0.0,88,0.0
622,France,Female,32,6,169089.38,2,1,0,101057.95,0,19904,17087826109.571,0,0.0
745,France,Female,40,6,131184.67,1,1,1,49815.62,0,29800,6535045670.545401,40,0.0
601,France,Male,41,1,123971.16,1,0,1,172814.99,0,24641,21424074775.6884,41,0.0
757,Spain,Female,44,9,0.0,2,1,0,177528.92,0,33308,0.0,0,0.0
644,France,Male,31,5,0.0,2,1,1,41872.17,0,19964,0.0,31,0.0
789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0,40239,7773883866.1442,0,0.0
614,France,Male,44,6,0.0,2,0,1,104930.46,0,27016,0.0,44,0.0
575,Spain,Female,30,8,0.0,2,1,0,185341.63,0,17250,0.0,0,0.0
670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,22110,16736694131.233997,33,0.0
738,France,Female,26,3,0.0,2,1,0,67484.16,0,19188,0.0,0,0.0
553,Germany,Male,43,6,85200.82,2,1,1,160574.09,0,23779,13681044138.753801,43,0.0
451,France,Female,36,2,0.0,2,1,1,180142.42,0,16236,0.0,36,0.0
449,France,Female,37,6,0.0,2,1,0,82176.48,0,16613,0.0,0,0.0
700,Spain,Male,29,8,0.0,2,0,1,152097.02,0,20300,0.0,29,0.0
614,France,Male,46,4,0.0,1,1,0,74379.57,1,28244,0.0,0,0.0
534,France,Male,62,2,0.0,2,0,0,42763.12,1,33108,0.0,0,0.0
545,Spain,Female,39,6,0.0,1,0,0,38410.74,1,21255,0.0,0,0.0
723,France,Male,42,2,99095.73,1,1,1,17512.53,0,30366,1735416944.4968998,42,0.0
722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0,26714,20176910915.9002,0,0.0
716,Spain,Female,29,8,0.0,2,0,0,78616.92,0,20764,0.0,0,0.0
623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0,26166,15057824141.465601,0,0.0
616,Germany,Female,42,6,117899.95,2,0,0,150266.81,0,25872,17716449385.6595,0,0.0
622,Spain,Male,39,9,0.0,2,0,1,100862.36,0,24258,0.0,39,0.0
611,France,Male,35,10,0.0,1,1,1,23598.23,1,21385,0.0,35,0.0
625,Spain,Female,57,7,0.0,1,0,0,84106.17,1,35625,0.0,0,0.0
627,Spain,Female,30,6,0.0,1,1,1,113408.47,0,18810,0.0,30,0.0
701,Germany,Male,23,5,186101.18,2,1,1,76611.33,0,16123,14257458914.3694,23,0.0
712,France,Male,34,1,0.0,2,1,1,195052.12,0,24208,0.0,34,0.0
430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0,15480,17008985131.881601,0,0.0
756,France,Female,32,4,0.0,2,1,0,147040.25,0,24192,0.0,0,0.0
612,France,Female,33,0,64900.32,2,1,0,102426.12,0,20196,6647487964.358399,0,0.0
664,France,Male,46,2,0.0,1,1,1,177423.02,1,30544,0.0,46,0.0
616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,18480,0.0,30,0.0
843,France,Female,38,8,134887.53,1,1,1,10804.04,0,32034,1457330269.6212,38,0.0
610,France,Male,33,4,111582.11,1,0,0,113943.17,0,20130,12714019328.6887,0,0.0
637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1,35035,10046932348.618,0,123378.2
765,France,Male,34,9,91835.16,1,0,0,138280.17,0,26010,12698981536.777203,0,0.0
572,France,Male,24,1,0.0,2,1,1,151460.84,0,13728,0.0,24,0.0
649,Germany,Female,41,4,115897.73,1,1,0,143544.48,0,26609,16636479386.030401,0,0.0
837,France,Male,49,8,103302.37,1,1,1,50974.57,0,41013,5265793890.7309,49,0.0
720,France,Female,34,6,110717.38,1,1,1,9398.45,0,24480,1040571760.0610001,34,0.0
530,Spain,Female,22,7,0.0,2,1,0,104170.48,0,11660,0.0,0,0.0
677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0,23018,8717116253.663,34,0.0
572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0,10868,2240950768.6856,19,0.0
694,France,Male,30,10,144684.03,1,1,1,31805.49,0,20820,4601746469.3247,30,0.0
688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0,31648,511253426.5575,46,0.0
591,France,Male,33,9,131765.72,1,1,0,118782.06,0,19503,15651403658.9832,0,0.0
565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0,18645,13772425063.3933,0,0.0
591,France,Male,28,5,0.0,2,1,1,48606.92,0,16548,0.0,28,0.0
559,France,Male,45,8,24043.45,1,0,1,169781.45,1,25155,4082131804.0025005,45,24043.45
591,France,Female,56,9,128882.49,1,1,1,196241.94,1,33096,25292149869.6306,56,128882.49
724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0,23892,12540222007.2276,0,0.0
667,Spain,Male,77,2,0.0,1,1,1,34702.92,0,51359,0.0,77,0.0
620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0,19220,22551199790.376,31,0.0
579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1,32424,449392086.3042,0,99340.83
836,France,Female,29,9,133681.78,1,1,1,153747.73,0,24244,20553270217.3594,29,0.0
662,France,Female,37,5,0.0,2,1,0,151871.84,0,24494,0.0,0,0.0
667,France,Male,43,8,190227.46,1,1,0,97508.04,1,28681,18548706778.778397,0,190227.46
589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,29450,5062811267.9115,50,0.0
520,France,Male,35,9,105387.89,1,1,1,25059.06,0,18200,2640921458.7834,35,0.0
712,France,Female,31,7,0.0,2,1,0,170333.38,0,22072,0.0,0,0.0
648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,36288,22214520392.395702,0,157559.59
671,Spain,Female,29,6,0.0,2,0,0,12048.67,0,19459,0.0,0,0.0
581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0,17430,10476235344.2408,0,0.0
594,France,Male,37,2,0.0,2,0,1,95864.5,0,21978,0.0,37,0.0
678,France,Female,60,2,0.0,2,1,1,43821.56,0,40680,0.0,60,0.0
604,France,Female,32,7,127849.38,1,1,0,15798.7,0,19328,2019853999.8060002,0,0.0
660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0,17160,18684485510.767998,26,0.0
576,France,Male,40,9,0.0,2,1,0,112465.19,1,23040,0.0,0,0.0
547,Spain,Female,44,5,0.0,3,0,0,5459.07,1,24068,0.0,0,0.0
625,France,Male,43,8,201696.07,1,1,0,133020.9,1,26875,26829792757.863,0,201696.07
724,Germany,Male,33,4,88046.88,1,0,1,186942.49,1,23892,16459702983.9312,33,88046.88
767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1,34515,3534882630.2560005,0,132746.2
737,France,Male,44,7,0.0,2,0,0,57898.58,0,32428,0.0,0,0.0
697,France,Male,42,9,132739.26,2,0,0,174667.65,0,29274,23185254606.939,0,0.0
660,France,Female,20,6,167685.56,1,1,0,57929.9,0,13200,9714007722.244,0,0.0
601,France,Male,40,10,98627.13,2,0,0,77977.69,0,24040,7690715768.729701,0,0.0
661,Spain,Female,42,3,0.0,2,1,0,35989.41,0,27762,0.0,0,0.0
583,France,Female,27,1,125406.58,1,1,1,110784.42,0,15741,13893095229.4836,27,0.0
660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0,18480,25537103941.9348,28,0.0
411,France,Female,54,9,0.0,1,0,1,76621.49,0,22194,0.0,54,0.0
664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1,32536,13873269285.615,0,127421.78
706,Germany,Female,46,4,105214.58,1,1,0,108699.59,1,32476,11436781708.0222,0,105214.58
570,Germany,Male,29,4,122028.65,2,1,1,173792.77,0,16530,21207697102.860497,29,0.0
680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,34680,6841431636.7941,0,143139.87
845,Germany,Female,43,3,152063.59,2,1,0,97910.06,0,36335,14888555220.715399,0,0.0
539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0,18326,12515935920.676401,34,0.0
526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,34716,20911360598.694004,66,0.0
711,France,Male,38,4,123345.85,1,1,0,141827.83,0,27018,17493874245.0055,0,0.0
650,France,Male,37,9,0.0,2,1,0,17974.08,0,24050,0.0,0,0.0
545,France,Male,38,1,88293.13,2,1,1,24302.95,0,20710,2145783523.7335002,38,0.0
653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1,24161,16926977991.078,0,125734.2
644,France,Male,28,7,155060.41,1,1,0,29179.52,0,18032,4524588334.8032,0,0.0
603,France,Male,46,2,0.0,2,1,1,59563.49,0,27738,0.0,46,0.0
803,France,Male,31,9,157120.86,2,1,0,141300.53,0,24893,22201260792.055798,0,0.0
587,France,Female,36,1,70784.27,1,1,0,30579.82,0,21132,2164570235.4314003,0,0.0
663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0,24531,25348099040.501495,37,0.0
597,Spain,Male,26,5,0.0,2,0,1,95159.13,0,15522,0.0,26,0.0
796,France,Male,24,8,0.0,2,1,0,61349.37,0,19104,0.0,0,0.0
678,France,Female,50,6,0.0,1,1,0,8199.5,0,33900,0.0,0,0.0
682,France,Male,48,1,138778.15,1,0,1,168840.23,0,32736,23431334764.9745,48,0.0
662,Spain,Female,30,9,0.0,2,0,1,157884.83,0,19860,0.0,30,0.0
850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1,39950,3603156913.7927995,0,134381.52
683,France,Female,33,9,0.0,2,1,1,38784.42,0,22539,0.0,33,0.0
809,France,Male,24,7,109558.36,1,1,0,183515.13,0,19416,20105616677.9868,0,0.0
599,Spain,Male,36,4,0.0,2,0,0,13210.56,0,21564,0.0,0,0.0
781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1,37488,10326146429.642399,0,82794.18
621,France,Male,47,0,0.0,1,1,1,133831.37,1,29187,0.0,47,0.0
663,Spain,Male,64,6,0.0,2,0,1,15876.52,0,42432,0.0,64,0.0
651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,29295,8132575595.417999,0,95922.9
577,France,Female,30,8,92472.1,2,0,1,126434.61,0,17310,11691673899.381,30,0.0
642,Spain,Female,33,9,0.0,2,1,1,150475.14,0,21186,0.0,33,0.0
617,France,Male,30,3,132005.77,1,1,0,142940.39,0,18510,18868956246.0503,0,0.0
745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,33525,14346926455.662601,45,117231.63
634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1,37406,9375449840.77,0,95727.05
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,36714,12980078589.4463,58,0.0
713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0,17112,17957660729.7,24,0.0
559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0,22360,4540564404.2976,40,0.0
543,Germany,Female,37,3,122304.65,2,0,0,33998.7,0,20091,4158199103.9549994,0,0.0
710,France,Female,32,3,0.0,1,1,0,94790.34,0,22720,0.0,0,0.0
737,France,Male,30,8,174356.13,1,0,0,31928.5,0,22110,5566929696.705,0,0.0
715,France,Male,21,8,0.0,2,1,0,68666.63,0,15015,0.0,0,0.0
723,France,Male,25,3,0.0,2,1,1,134509.47,0,18075,0.0,25,0.0
479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0,17723,18956643026.946,37,0.0
675,France,Female,38,6,68065.8,1,0,0,138777.0,1,25650,9445967526.6,0,68065.8
523,France,Female,26,4,0.0,2,1,0,185488.81,0,13598,0.0,0,0.0
571,Germany,Female,34,1,101736.66,1,0,1,195651.66,0,19414,19904946411.855602,34,0.0
608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,26752,16705088606.1696,44,126147.84
850,France,Male,31,3,0.0,2,1,0,121866.87,0,26350,0.0,0,0.0
700,France,Female,34,2,76322.69,1,1,0,128136.29,0,23800,9779706339.4201,0,0.0
685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0,23290,804606051.6384001,0,0.0
638,France,Male,57,6,0.0,1,1,0,33676.48,1,36366,0.0,0,0.0
678,Germany,Female,37,8,149000.91,2,1,1,21472.42,0,25086,3199410119.9021997,37,0.0
586,France,Male,58,7,151933.63,1,1,0,162960.05,1,33988,24759111941.4815,0,151933.63
580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,16820,7903737392.232,0,0.0
632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,25280,15571836223.578798,0,0.0
590,France,Female,76,5,160979.68,1,0,1,13848.58,0,44840,2229339976.8543997,76,0.0
652,France,Female,40,4,79927.36,2,1,1,33524.6,0,26080,2679532773.0559998,40,0.0
798,France,Female,37,4,111723.08,1,1,1,83478.12,0,29526,9326432679.0096,37,0.0
706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0,39536,12059430111.2242,56,0.0
725,Germany,Male,39,1,50880.98,2,1,1,184023.54,0,28275,9363298058.269201,39,0.0
850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0,45900,8099376471.530999,0,0.0
546,France,Female,27,8,0.0,2,1,1,14858.1,0,14742,0.0,27,0.0
559,France,Female,42,7,0.0,2,1,1,190040.29,0,23478,0.0,42,0.0
724,France,Male,31,5,0.0,1,1,0,134889.95,1,22444,0.0,0,0.0
608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0,40128,8149764293.0165,66,0.0
577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1,29427,15328545452.220001,0,108867.0
637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0,22295,12470656165.067,35,0.0
592,France,Male,28,5,137222.77,1,0,0,39608.58,0,16576,5435199063.3666,0,0.0
678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0,27120,1891118831.5672,0,0.0
691,France,Male,34,8,133936.04,2,1,0,91359.79,0,23494,12236368487.8316,0,0.0
540,Spain,Male,28,8,0.0,2,0,0,197588.32,0,15120,0.0,0,0.0
850,France,Female,43,3,0.0,2,0,0,2465.8,0,36550,0.0,0,0.0
573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0,17763,9476458712.0431,31,0.0
594,France,Male,35,2,133853.27,1,1,1,65361.66,0,20790,8748871923.6282,35,0.0
648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,29808,9846733493.55,0,127209.0
660,France,Male,35,7,0.0,2,1,0,13218.6,0,23100,0.0,0,0.0
701,Spain,Female,21,9,0.0,2,1,1,26327.42,0,14721,0.0,21,0.0
620,France,Female,29,1,138740.24,2,0,0,154700.61,0,17980,21463199759.5464,0,0.0
524,Spain,Female,32,6,0.0,1,1,1,132861.9,1,16768,0.0,32,0.0
576,France,Female,55,6,44582.07,3,0,1,67539.85,1,31680,3011066320.4895,55,44582.07
551,France,Male,43,7,0.0,2,1,0,178393.68,0,23693,0.0,0,0.0
786,France,Male,35,3,0.0,2,1,0,92712.97,0,27510,0.0,0,0.0
689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,37895,3232295281.4474998,0,76296.81
691,France,Male,41,2,0.0,1,1,1,56850.92,1,28331,0.0,41,0.0
699,France,Female,49,2,0.0,1,0,0,105760.01,0,34251,0.0,0,0.0
619,France,Female,28,3,0.0,2,1,0,53394.12,0,17332,0.0,0,0.0
841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0,26912,13285384985.262001,0,0.0
594,France,Female,31,9,0.0,1,0,1,5719.11,0,18414,0.0,31,0.0
656,Germany,Male,27,4,118627.16,2,1,1,160835.3,0,17712,19079434866.747997,27,0.0
771,France,Male,39,5,0.0,2,1,0,96270.64,0,30069,0.0,0,0.0
835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0,24215,13860608906.31,0,0.0
702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0,19656,4154516698.8621,28,0.0
575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,17825,0.0,31,0.0
574,France,Male,34,1,112572.39,1,0,0,165626.6,0,19516,18644982209.574,0,0.0
632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0,26544,8886266082.6444,42,0.0
756,France,Male,37,3,132623.6,1,1,1,58974.0,0,27972,7821344186.400001,37,0.0
671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0,32208,8913618135.5828,0,0.0
508,France,Female,25,2,111395.53,1,0,1,48197.06,0,12700,5368937043.1418,25,0.0
555,Spain,Male,32,10,0.0,2,0,1,168605.96,0,17760,0.0,32,0.0
516,Germany,Male,50,7,139675.07,2,1,0,45591.23,0,25800,6367958241.636101,0,0.0
579,Germany,Male,31,2,90547.48,2,1,1,18800.13,0,17949,1702304395.1724,31,0.0
731,Spain,Male,70,3,0.0,2,1,1,141180.66,0,51170,0.0,70,0.0
677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,16925,5550062599.7999,0,0.0
669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0,23415,18943853262.464,0,0.0
576,France,Male,63,9,70655.48,1,0,0,78955.8,1,36288,5578659947.783999,0,70655.48
580,Germany,Male,45,2,179334.83,2,1,1,169303.65,0,26100,30362041291.129498,45,0.0
743,France,Male,30,7,77599.23,1,0,0,144407.1,0,22290,11205879766.532999,0,0.0
779,France,Male,32,10,80728.15,1,1,0,86306.75,0,24928,6967384260.0125,0,0.0
653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,35915,4380788896.3293,55,0.0
613,France,Female,46,8,167795.6,1,0,1,44390.38,0,28198,7448510446.328,46,0.0
578,France,Female,40,7,0.0,2,0,0,102233.73,0,23120,0.0,0,0.0
699,Spain,Male,34,8,0.0,1,1,1,76510.46,0,23766,0.0,34,0.0
807,France,Male,33,10,101952.97,2,1,0,178153.65,0,26631,18163293733.8405,0,0.0
678,France,Female,32,9,0.0,1,1,1,148210.64,0,21696,0.0,32,0.0
673,France,Male,72,1,0.0,2,0,1,111981.19,0,48456,0.0,72,0.0
615,France,Male,30,8,0.0,2,0,0,3183.15,0,18450,0.0,0,0.0
430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1,28380,23402839691.6586,66,135392.31
567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0,19845,13577049610.3018,0,0.0
725,Spain,Female,32,0,0.0,2,1,1,138525.19,0,23200,0.0,32,0.0
689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0,19292,5093360398.368,0,0.0
625,France,Female,40,7,141267.67,1,0,1,177397.49,0,25000,25060530076.1483,40,0.0
473,France,Female,35,6,69617.36,1,1,0,143345.69,0,16555,9979348505.1784,0,0.0
752,Germany,Male,29,4,129514.99,1,1,1,102930.46,0,21808,13331037497.595402,29,0.0
709,France,Male,49,4,154344.49,2,1,1,38794.57,0,34741,5987728121.419299,49,0.0
508,France,Female,64,2,0.0,1,1,1,6076.62,0,32512,0.0,64,0.0
626,France,Female,37,2,133968.96,2,1,0,148689.65,0,23162,19919797773.263996,0,0.0
675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0,23625,5474330973.694799,35,0.0
655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1,22270,6046158026.172,0,118028.35
730,France,Female,22,9,65763.57,1,1,1,145792.01,0,16060,9587803055.0757,22,0.0
358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,18616,20377145672.899597,0,143542.36
626,France,Male,44,10,0.0,2,0,0,164287.86,0,27544,0.0,0,0.0
601,France,Female,41,1,0.0,2,0,1,160607.06,0,24641,0.0,41,0.0
582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,18624,894236022.9486,32,0.0
717,France,Male,38,7,0.0,2,1,1,158580.05,0,27246,0.0,38,0.0
735,France,Female,33,4,0.0,2,1,0,149474.69,0,24255,0.0,0,0.0
725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0,29000,6460184695.514,0,0.0
850,Germany,Female,31,1,108822.4,1,1,1,132173.31,0,26350,14383416810.144,31,0.0
599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,27554,3872223852.5376,46,123444.72
782,France,Male,39,8,0.0,2,1,1,33949.67,0,30498,0.0,39,0.0
766,Germany,Male,47,9,129289.98,1,1,0,169935.46,1,36002,21970952224.6908,0,129289.98
699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0,24465,9264398987.1134,35,0.0
800,Spain,Male,38,9,0.0,1,1,0,78744.39,0,30400,0.0,0,0.0
705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0,24675,15925278042.5624,0,0.0
755,France,Male,31,5,0.0,2,0,1,194660.78,0,23405,0.0,31,0.0
601,Germany,Female,49,4,96252.98,2,1,0,104263.82,0,29449,10035703381.1836,0,0.0
834,Germany,Female,68,9,130169.27,2,0,1,93112.2,0,56712,12120347102.094,68,0.0
701,France,Female,41,2,0.0,1,1,0,47856.78,0,28741,0.0,0,0.0
826,France,Male,55,4,115285.85,1,1,0,140126.17,0,45430,16154564615.694502,0,0.0
505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0,18685,6452588270.6403,37,0.0
771,Spain,Male,18,1,0.0,2,0,0,41542.95,0,13878,0.0,0,0.0
527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0,14756,19294284645.1362,28,0.0
850,Spain,Male,39,8,0.0,2,1,1,37090.44,0,33150,0.0,39,0.0
478,France,Female,38,4,171913.87,1,1,0,51820.87,1,18164,8908726308.4669,0,171913.87
654,France,Male,38,8,0.0,2,1,0,88659.44,0,24852,0.0,0,0.0
688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1,24768,15924140936.064,0,89772.3
667,France,Male,23,1,0.0,2,1,0,91573.19,0,15341,0.0,0,0.0
481,France,Female,57,9,0.0,3,1,1,169719.35,1,27417,0.0,57,0.0
689,Spain,Male,40,2,0.0,2,1,1,164768.82,0,27560,0.0,40,0.0
703,Spain,Male,29,9,0.0,2,1,0,50679.48,0,20387,0.0,0,0.0
727,France,Male,18,4,133550.67,1,1,1,46941.41,0,13086,6269056756.244701,18,0.0
609,France,Male,53,7,0.0,2,0,1,52332.85,0,32277,0.0,53,0.0
696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,34104,14793253249.424799,0,97036.22
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1,39480,12667340551.124702,0,143249.67
641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,32691,3157042102.0968003,51,117306.69
668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1,37408,14917192436.8656,0,110993.79
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,24092,8320381350.245999,38,0.0
535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0,19795,1622208180.0656002,37,0.0
568,Germany,Male,26,1,112930.28,2,1,0,22095.73,0,14768,2495276975.7044,0,0.0
589,France,Male,29,2,0.0,2,0,1,98320.27,0,17081,0.0,29,0.0
850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0,29750,13943339785.956001,0,0.0
663,France,Female,33,2,0.0,2,1,0,153295.0,0,21879,0.0,0,0.0
706,France,Male,38,1,0.0,2,1,0,122379.54,0,26828,0.0,0,0.0
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,41470,1305936552.2885,0,161608.81
717,Spain,Male,36,2,102989.83,2,0,1,49185.57,0,25812,5065613492.7531,36,0.0
850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,25500,843165387.7820001,30,0.0
560,Spain,Female,33,9,0.0,1,0,1,183358.21,0,18480,0.0,33,0.0
556,Germany,Male,33,3,124213.36,2,1,0,62627.55,0,18348,7779178414.068001,0,0.0
665,France,Female,55,8,136354.16,1,1,1,93769.89,0,36575,12785914584.242401,55,0.0
627,Spain,Female,28,3,157597.61,1,0,1,34097.22,0,17556,5373640379.644199,28,0.0
558,Spain,Male,45,4,0.0,1,1,0,131807.14,0,25110,0.0,0,0.0
574,Spain,Female,37,7,0.0,2,1,0,32262.28,0,21238,0.0,0,0.0
690,France,Male,47,2,0.0,2,1,0,151375.73,0,32430,0.0,0,0.0
850,France,Male,33,7,140956.99,1,0,0,3510.18,0,28050,494784407.15819997,0,0.0
505,Germany,Female,33,3,106506.77,3,1,0,45445.78,1,16665,4840283237.9306,0,106506.77
737,Germany,Male,35,0,133377.8,1,0,1,64050.19,0,25795,8542873431.782,35,0.0
494,France,Male,28,9,114731.76,2,0,1,79479.74,0,13832,9118850454.5424,28,0.0
624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0,20592,11311663881.4317,33,0.0
664,France,Female,31,7,104158.84,1,1,0,134169.85,0,20584,13974975938.974,0,0.0
761,France,Female,33,6,138053.79,2,1,0,148779.41,0,25113,20539561424.4639,0,0.0
850,France,Male,49,5,122486.47,1,0,1,59748.19,0,41650,7318344881.989301,49,0.0
524,France,Male,50,4,0.0,2,1,1,31840.59,1,26200,0.0,50,0.0
781,France,Female,19,3,0.0,2,1,1,124297.32,0,14839,0.0,19,0.0
577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0,27696,34815858043.5232,0,0.0
585,France,Female,67,5,113978.97,2,0,1,93146.11,0,39195,10616697677.3067,67,0.0
638,France,Male,34,6,114543.27,1,1,1,97755.29,0,21692,11197210576.3983,34,0.0
735,France,Male,50,2,0.0,2,0,1,147075.69,0,36750,0.0,50,0.0
602,France,Female,25,0,0.0,2,1,1,101274.17,0,15050,0.0,25,0.0
650,France,Male,32,2,84906.45,1,1,0,163216.48,0,20800,13858131898.296,0,0.0
528,France,Male,29,3,102787.42,1,1,0,55972.56,0,15312,5753275033.1952,0,0.0
577,Spain,Female,39,4,0.0,2,1,0,91366.42,0,22503,0.0,0,0.0
701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0,24535,11365996148.796,35,0.0
635,France,Male,29,7,105405.97,1,1,1,149853.89,0,18415,15795494633.7233,29,0.0
633,Spain,Female,46,3,0.0,2,1,0,120250.58,0,29118,0.0,0,0.0
